"","Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200","Cell201","Cell202","Cell203","Cell204","Cell205","Cell206","Cell207","Cell208","Cell209","Cell210","Cell211","Cell212","Cell213","Cell214","Cell215","Cell216","Cell217","Cell218","Cell219","Cell220","Cell221","Cell222","Cell223","Cell224","Cell225","Cell226","Cell227","Cell228","Cell229","Cell230","Cell231","Cell232","Cell233","Cell234","Cell235","Cell236","Cell237","Cell238","Cell239","Cell240","Cell241","Cell242","Cell243","Cell244","Cell245","Cell246","Cell247","Cell248","Cell249","Cell250","Cell251","Cell252","Cell253","Cell254","Cell255","Cell256","Cell257","Cell258","Cell259","Cell260","Cell261","Cell262","Cell263","Cell264","Cell265","Cell266","Cell267","Cell268","Cell269","Cell270","Cell271","Cell272","Cell273","Cell274","Cell275","Cell276","Cell277","Cell278","Cell279","Cell280","Cell281","Cell282","Cell283","Cell284","Cell285","Cell286","Cell287","Cell288","Cell289","Cell290","Cell291","Cell292","Cell293","Cell294","Cell295","Cell296","Cell297","Cell298","Cell299","Cell300","Cell301","Cell302","Cell303","Cell304","Cell305","Cell306","Cell307","Cell308","Cell309","Cell310","Cell311","Cell312","Cell313","Cell314","Cell315","Cell316","Cell317","Cell318","Cell319","Cell320","Cell321","Cell322","Cell323","Cell324","Cell325","Cell326","Cell327","Cell328","Cell329","Cell330","Cell331","Cell332","Cell333","Cell334","Cell335","Cell336","Cell337","Cell338","Cell339","Cell340","Cell341","Cell342","Cell343","Cell344","Cell345","Cell346","Cell347","Cell348","Cell349","Cell350","Cell351","Cell352","Cell353","Cell354","Cell355","Cell356","Cell357","Cell358","Cell359","Cell360","Cell361","Cell362","Cell363","Cell364","Cell365","Cell366","Cell367","Cell368","Cell369","Cell370","Cell371","Cell372","Cell373","Cell374","Cell375","Cell376","Cell377","Cell378","Cell379","Cell380","Cell381","Cell382","Cell383","Cell384","Cell385","Cell386","Cell387","Cell388","Cell389","Cell390","Cell391","Cell392","Cell393","Cell394","Cell395","Cell396","Cell397","Cell398","Cell399","Cell400","Cell401","Cell402","Cell403","Cell404","Cell405","Cell406","Cell407","Cell408","Cell409","Cell410","Cell411","Cell412","Cell413","Cell414","Cell415","Cell416","Cell417","Cell418","Cell419","Cell420","Cell421","Cell422","Cell423","Cell424","Cell425","Cell426","Cell427","Cell428","Cell429","Cell430","Cell431","Cell432","Cell433","Cell434","Cell435","Cell436","Cell437","Cell438","Cell439","Cell440","Cell441","Cell442","Cell443","Cell444","Cell445","Cell446","Cell447","Cell448","Cell449","Cell450","Cell451","Cell452","Cell453","Cell454","Cell455","Cell456","Cell457","Cell458","Cell459","Cell460","Cell461","Cell462","Cell463","Cell464","Cell465","Cell466","Cell467","Cell468","Cell469","Cell470","Cell471","Cell472","Cell473","Cell474","Cell475","Cell476","Cell477","Cell478","Cell479","Cell480","Cell481","Cell482","Cell483","Cell484","Cell485","Cell486","Cell487","Cell488","Cell489","Cell490","Cell491","Cell492","Cell493","Cell494","Cell495","Cell496","Cell497","Cell498","Cell499","Cell500"
"Gene259",0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0
"Gene260",0,4,0,0,5,17,0,17,0,0,0,0,0,0,0,0,7,7,15,0,12,8,0,0,3,7,12,25,19,8,0,18,16,0,0,0,0,0,5,0,0,7,6,0,0,0,10,0,8,0,9,0,0,0,0,4,22,8,12,0,0,0,0,0,47,0,13,0,9,13,28,0,3,11,16,0,0,11,9,14,0,7,0,0,0,0,0,15,0,11,0,0,0,24,0,0,0,0,9,9,0,3,13,0,19,0,0,12,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,10,0,0,31,0,0,6,0,12,0,0,17,12,28,7,0,0,3,5,0,0,2,0,17,0,0,0,13,0,0,0,0,10,18,0,0,16,0,9,0,15,0,2,0,0,0,0,0,7,0,24,0,6,0,0,0,0,0,5,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,6,0,0,8,8,8,0,8,0,12,24,0,0,0,0,3,0,0,0,0,0,22,0,0,11,0,0,0,11,0,0,0,0,0,0,14,0,0,5,8,0,0,0,0,20,0,15,4,0,14,11,18,15,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,8,2,0,0,0,18,0,0,10,0,34,0,10,26,0,0,8,11,0,0,0,0,12,0,5,4,0,16,17,0,5,5,8,0,0,0,0,0,0,0,0,0,0,5,12,17,8,0,0,0,0,0,0,11,8,0,0,10,0,6,0,0,0,0,0,1,8,0,0,0,0,16,0,0,10,0,7,0,0,0,0,0,15,0,0,0,10,7,0,9,0,0,0,8,0,20,14,0,0,0,0,0,18,0,9,0,0,0,14,0,0,0,12,10,0,12,0,9,0,8,0,0,0,5,0,0,13,6,9,0,0,9,0,21,14,25,0,0,0,9,14,0,0,0,13,0,0,10,0,13,0,0,0,0,0,0,22,0,0,10,1,0,0,25,0,17,3,0,18,0,5,2,0,0,12,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,12,11,0,0,20,0,0,0,7,5,0,7,0,0,0,14,0,0,0,11,0,0,3,0,7,8,0,0,11
"Gene261",0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,3,3,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,2,0,0,0,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,2,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,1,1,1,1,0,0,1,0,1,0,0,2,0,0,8,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,2,4,2,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,1,2,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,3,0,3,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0
"Gene262",0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,472,264,0,0,0,0,0,231,0,0,0,0,223,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,354,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,0,256,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,177,0,0,0,0,1050,0,0,0,0,0,0,0,338,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0
"Gene263",3,12,0,7,0,2,0,0,4,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,5,4,1,0,12,0,1,16,0,0,2,0,4,0,0,0,0,0,1,0,0,4,3,2,0,0,0,0,0,0,2,11,1,3,0,0,0,0,6,0,0,1,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,8,0,0,1,3,6,3,0,1,6,0,0,0,0,0,0,0,3,5,0,9,3,24,0,0,10,0,13,0,4,0,0,5,0,0,2,2,0,1,7,0,5,16,0,1,7,0,0,12,2,11,0,0,0,12,0,1,0,0,0,6,0,0,2,1,4,11,6,0,2,0,5,0,9,0,0,4,5,0,0,17,0,5,9,0,0,4,1,0,2,19,0,2,1,0,0,0,24,0,1,1,4,5,0,0,0,0,0,0,9,0,4,0,5,12,1,5,0,12,0,8,6,0,0,0,0,0,0,1,5,0,0,11,0,0,0,13,6,7,0,0,0,0,7,0,0,0,0,0,6,2,5,0,13,0,0,12,0,0,0,0,3,0,0,0,6,6,0,5,0,0,2,0,6,0,0,0,0,0,0,1,10,0,0,3,5,9,15,6,4,0,0,1,10,0,2,0,0,4,9,0,0,1,0,0,0,0,0,0,6,10,3,3,4,1,6,0,2,2,0,0,16,0,0,2,1,2,4,0,15,0,0,0,5,9,0,0,0,0,7,0,0,0,0,3,0,0,0,2,0,0,0,0,6,0,0,0,3,6,0,9,0,0,0,0,0,5,27,0,12,0,3,0,12,0,5,0,15,0,1,6,0,0,0,4,0,0,0,0,9,0,0,5,0,0,0,11,0,2,0,0,0,0,0,1,17,0,15,13,2,0,0,1,6,1,10,1,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,11,0,0,4,0,2,4,7,0,7,0,14,0,0,11,0,0,0,0,0,13,2,0,0,0,3,8,2,5,0,0,0,3,0,0,0,6,0,9,2,0,10,1,6,15,1,0,0,0,0,5,0,11,12,0,0,4,0,0,15,0,3,0,0,0,0,0,0,0,1,1,0,0,9,6,4,0,4
"Gene264",0,0,0,0,0,0,0,0,0,0,0,32,41,50,0,0,70,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,25,0,0,0,0,126,0,0,0,46,0,0,0,107,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39,0,0,85,0,0,0,42,0,0,0,0,0,44,0,56,0,95,0,0,0,0,0,0,0,34,0,0,47,0,0,0,0,0,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,26,0,0,0,0,32,0,0,0,0,0,56,0,41,49,0,0,0,0,26,57,0,0,36,0,0,0,0,0,0,0,67,0,90,40,0,0,0,95,0,0,0,0,0,0,0,56,25,0,0,0,0,0,0,0,56,0,0,0,79,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49,0,0,0,0,63,0,0,51,0,0,45,90,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,67,0,0,0,0,0,90,0,0,0,52,0,54,0,0,78,75,0,30,0,0,0,0,0,81,0,0,0,0,0,0,0,25,54,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,117,50,0,0,0,0,0,0,58,0,37,30,0,0,0,0,54,0,0,44,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,67,0,0,0,0,0,30,0,0,0,42,0,0,0,0,0,0,0,0,80,0,39,0,0,0,0,0,0,61,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,69,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,43,0,32,0,0,0,0,0,0,38,0,74,0,17,0,0
"Gene265",7,0,0,0,0,4,8,0,10,5,0,0,0,0,0,4,10,7,15,0,5,0,0,16,4,26,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,36,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,7,7,8,3,0,0,0,13,3,32,0,0,0,0,0,3,12,3,0,9,8,0,0,0,0,0,0,36,5,0,9,0,22,30,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,22,40,0,20,0,0,0,0,9,2,0,0,27,0,0,6,0,1,1,0,19,0,0,0,0,2,6,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,8,0,4,5,0,0,0,12,7,0,0,0,0,6,0,8,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,18,0,22,5,5,3,0,15,6,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,9,23,22,0,0,0,0,7,0,0,10,0,2,5,0,10,10,12,0,0,0,0,26,15,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,6,0,0,0,0,9,12,0,0,0,40,0,0,0,0,0,4,0,4,40,0,14,4,33,2,0,0,0,5,0,27,10,7,0,0,6,0,0,0,0,0,0,0,30,0,0,0,13,0,8,0,0,5,0,0,0,0,33,0,4,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,10,0,0,0,6,0,0,8,11,0,0,0,5,0,0,8,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,36,7,26,0,0,0,6,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,6,0,10,0,2,0,5,29,0,0,12,0,3,0,0,0,0,0,0,24,10,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,0,0,0,0,0,6,0,7,0,0,7,15,0,0,0,5,0,0,6,0,0,0,0,0,7,0,0,0,9,0,45,11,0,0,0,0,14
"Gene266",0,8,0,12,9,0,0,0,0,0,2,0,9,3,0,16,0,0,12,0,7,0,5,3,1,29,0,17,14,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,40,16,0,0,0,1,0,10,0,0,11,0,0,0,2,0,9,18,8,0,17,0,0,0,0,2,7,0,0,22,0,0,0,0,0,3,44,0,13,0,0,27,36,0,0,11,0,12,0,0,0,0,0,6,0,0,3,20,20,0,0,7,0,0,3,0,0,0,0,0,25,13,7,11,0,0,0,0,0,2,8,0,0,0,0,15,0,16,0,0,4,9,0,0,0,7,0,23,0,0,0,0,0,8,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,22,0,6,0,9,17,0,0,0,0,45,0,20,0,0,5,19,0,0,0,0,0,22,4,0,1,6,0,0,16,0,9,9,8,0,50,7,0,25,0,0,0,6,32,0,0,0,13,0,12,3,0,25,0,3,4,0,0,0,0,0,0,14,0,0,0,0,0,32,0,20,0,35,6,0,14,0,4,0,10,5,20,20,29,0,0,4,9,9,12,33,0,0,1,0,14,0,0,0,0,0,12,0,0,26,0,0,7,0,13,0,0,12,0,0,0,19,0,0,0,0,8,1,6,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,24,0,0,13,0,2,0,0,0,11,1,3,0,0,0,2,0,8,0,0,0,0,10,12,0,0,0,9,7,0,0,0,30,0,0,7,19,0,10,0,0,0,2,0,0,0,0,0,0,0,37,20,0,0,16,0,0,0,0,0,0,24,0,0,0,18,0,0,0,0,0,0,34,0,5,3,0,7,0,4,0,2,9,0,0,0,0,0,0,0,4,0,10,0,0,0,0,2,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,4,21,0,0,6,0,24,31,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,14,55,15,14,27,19,0,5,0,10,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0
"Gene267",0,0,0,0,0,8,0,1,8,6,6,0,1,4,3,3,0,0,6,0,0,0,2,0,0,1,11,0,0,0,0,0,5,4,10,2,1,1,0,0,0,3,0,2,0,0,6,6,0,0,3,0,6,3,0,1,4,6,6,0,4,0,0,0,7,0,8,3,2,0,6,0,3,0,4,0,0,0,0,0,0,4,0,5,0,12,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,9,0,0,0,5,0,2,4,2,1,1,0,0,0,7,3,0,0,0,6,0,0,0,0,2,3,6,2,10,14,0,4,5,7,0,0,4,0,9,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,3,1,11,3,0,0,0,0,0,1,1,0,0,0,11,0,0,8,0,0,0,0,5,4,0,5,0,0,2,7,1,3,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,4,0,8,0,0,0,0,0,2,4,0,11,0,1,6,3,0,6,0,4,3,0,8,4,0,5,0,0,0,0,0,5,0,0,2,0,3,6,0,0,15,0,0,2,0,4,6,0,0,2,10,0,0,5,0,0,0,1,0,1,0,0,0,1,0,0,4,0,5,0,14,1,0,3,5,0,0,0,0,2,4,0,0,0,0,0,4,1,0,3,0,1,2,0,0,0,0,0,0,2,2,3,0,0,4,0,4,0,0,9,3,3,1,0,0,0,3,4,7,0,0,0,0,0,2,0,0,0,0,6,0,0,2,5,14,3,4,0,0,0,0,5,0,0,0,0,0,12,7,0,0,3,6,0,1,6,8,0,0,13,0,5,1,0,0,0,0,2,0,0,3,0,6,4,0,5,0,9,0,0,2,2,0,0,0,18,0,1,3,0,0,0,1,0,0,1,0,5,0,3,3,2,5,0,2,0,4,0,0,6,0,0,3,0,0,0,0,0,1,3,0,0,0,0,7,0,5,3,2,6,0,1,0,0,0,2,1,12,0,0,6,0,0,0,0,7,0,0,1,3,0,2,0,1,0,0,12,4,0,0,0,0,0,5,1,4,4,0,10,2,0,0,1,0,8,0,5,0,7
"Gene268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,361,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,287,0,0,0,0,218,323,0,0,0,392,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,163,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,413,0,551,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,504,342,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,259,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,389,0,0,0,0,145,0,0,0,166,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,615,0,0,0,0,0,0,0,465,0,152,0,515,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,438,0,0,0,0,0
"Gene269",4,2,0,14,9,1,0,0,3,2,0,0,9,4,1,0,0,0,0,0,6,0,2,0,1,0,2,0,0,2,0,5,0,6,0,0,0,1,8,0,4,6,0,6,9,0,0,0,0,2,2,0,0,0,0,2,11,2,0,0,0,0,0,3,0,1,0,0,0,1,5,3,3,0,2,4,0,0,0,1,0,0,0,2,7,0,0,1,0,2,0,0,0,9,0,0,5,0,0,10,0,1,0,0,7,0,0,0,0,4,4,1,8,0,3,0,0,5,3,0,0,3,0,6,9,0,0,0,0,8,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,2,0,4,0,0,0,10,0,0,7,0,1,0,0,17,1,0,0,6,7,5,0,4,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,1,7,1,0,0,0,0,0,0,0,0,0,4,0,4,9,0,4,0,6,0,5,0,5,0,0,3,0,0,0,5,1,8,5,0,4,0,0,6,0,0,0,0,0,3,5,0,0,0,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,8,7,0,0,0,2,0,0,5,5,0,8,3,0,0,0,0,0,0,0,1,2,10,0,0,0,5,0,0,4,0,0,3,3,0,7,0,2,0,0,3,4,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,2,4,9,0,0,0,0,5,4,4,0,0,2,7,0,0,0,0,0,0,2,4,0,0,0,5,1,4,0,12,0,1,0,3,7,1,0,0,5,0,0,0,0,0,0,2,4,0,0,0,3,4,5,1,6,0,0,0,3,0,0,1,0,0,0,7,0,1,0,0,6,0,9,0,3,11,0,5,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,1,0,0,0,5,8,11,0,0,6,0,13,0,8,11,3,0,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,6,0,7,0,0,1,0,2,0,0,8,5,4,0,0,0,0,0,10,0,0,4,0,1,0,0,8
